MSSV,HoTenSV,GioiTinh,MaLop,Email,DoB,TrangThai,CCCD,SDT
20235171,HỒ HÀ AN NAM,Nam,IT-EP-K68-03,nam.hha235171@sis.hust.edu.vn,2005-07-11,1,121358930246,0914922863
20235172,HOÀNG NGỌC NAM,Nam,IT-EP-K68-03,nam.hn235172@sis.hust.edu.vn,2005-07-05,1,382066402940,0946264614
20235175,NGUYỄN HOÀI NAM,Nam,IT-EP-K68-03,nam.nh235175@sis.hust.edu.vn,2005-08-29,1,167031560248,0944721938
20235178,LƯU TRỌNG NGHĨA,Nam,IT2-K68-02,nghia.lt235178@sis.hust.edu.vn,2005-02-09,1,735002294867,0933335333
20235180,ĐƯỜNG KHÔI NGUYÊN,Nam,IT2-K68-02,nguyen.dk235180@sis.hust.edu.vn,2005-03-17,1,461759836843,0930873920
20235182,NGUYỄN ĐỨC NHẪN,Nam,IT2-K68-02,nhan.nd235182@sis.hust.edu.vn,2005-04-08,1,158416522814,0986586504
20235190,LÊ HOÀNG PHÚC,Nam,IT2-K68-02,phuc.lh235190@sis.hust.edu.vn,2005-09-16,1,854075678488,0967278329
20235193,NGUYỄN ĐÌNH LÂM PHÚC,Nam,IT2-K68-02,phuc.ndl235193@sis.hust.edu.vn,2005-12-06,1,801689462551,0999009746
20235194,HOÀNG VIỆT PHƯƠNG,Nam,IT2-K68-02,phuong.hv235194@sis.hust.edu.vn,2005-07-26,1,545418958687,0975680243
20235200,NGUYỄN MINH QUÂN,Nam,IT2-K68-02,quan.nm235200@sis.hust.edu.vn,2005-01-02,1,147755328703,0946836936
20235201,TRẦN MINH QUÂN,Nam,IT2-K68-02,quan.tm235201@sis.hust.edu.vn,2005-03-15,1,898580893779,0908779639
20235206,TRỊNH THANH QUANG,Nam,IT2-K68-02,quang.tt235206@sis.hust.edu.vn,2005-04-03,1,743239300086,0945280736
20235210,DƯƠNG HỒNG SƠN,Nam,IT2-K68-02,son.dh235210@sis.hust.edu.vn,2005-10-10,1,034318934226,0981317261
20235211,MAI THÁI SƠN,Nam,IT2-K68-02,son.mt235211@sis.hust.edu.vn,2005-03-30,1,962906326132,0937501380
20235213,NGUYỄN TRỌNG TÀI,Nam,IT2-K68-02,tai.nt235213@sis.hust.edu.vn,2005-06-28,1,986350065084,0980670894
20235216,ĐINH CÔNG THẮNG,Nam,IT2-K68-02,thang.dc235216@sis.hust.edu.vn,2005-02-16,1,074494578013,0995234607
20235219,NGUYỄN XUÂN DUY THẮNG,Nam,IT2-K68-02,thang.nxd235219@sis.hust.edu.vn,2005-04-06,1,538246673101,0983419517
20235221,TRẦN VĂN THẮNG,Nam,IT2-K68-02,thang.tv235221@sis.hust.edu.vn,2005-10-20,1,556235863413,0927859383
20235223,ĐOÀN TIẾN THÀNH,Nam,IT2-K68-02,thanh.dt235223@sis.hust.edu.vn,2005-12-06,1,724261623550,0978552663
20235224,TRẦN NGUYÊN THÀNH,Nam,IT2-K68-02,thanh.tn235224@sis.hust.edu.vn,2005-12-20,1,754848353336,0941766188
20235225,LÊ TIẾN THỊNH,Nam,IT2-K68-02,thinh.lt235225@sis.hust.edu.vn,2005-03-02,1,823764378040,0986583627
20235226,PHẠM THỊ HOÀI THU,Nu,IT2-K68-02,thu.pth235226@sis.hust.edu.vn,2005-08-08,1,857888279350,0969193259
20235237,LỤC ANH TUẤN,Nam,IT2-K68-02,tuan.la235237@sis.hust.edu.vn,2005-10-04,1,885998181892,0935419314
20235238,NGÔ SƠN TÙNG,Nam,IT2-K68-03,tung.ns235238@sis.hust.edu.vn,2005-07-12,1,112971218408,0950227668
20235242,ĐINH NGỌC TUYỂN,Nam,IT2-K68-02,tuyen.dn235242@sis.hust.edu.vn,2005-01-04,1,172469789322,0935551892
20235244,ĐOÀN QUỐC VIỆT,Nam,IT2-K68-02,viet.dq235244@sis.hust.edu.vn,2005-01-25,1,260185308065,0923436978
20235246,TRẦN QUANG VIỆT,Nam,IT2-K68-03,viet.tq235246@sis.hust.edu.vn,2005-01-16,1,391293025939,0925335580
20235254,LƯƠNG ĐÌNH AN,Nam,IT2-K68-03,an.ld235254@sis.hust.edu.vn,2005-10-24,1,092899996873,0970443258
20235255,NGUYỄN PHAN QUỐC AN,Nam,IT2-K68-03,an.npq235255@sis.hust.edu.vn,2005-08-16,1,243462983745,0910401718
20235263,NGUYỄN QUỐC ANH,Nam,IT2-K68-03,anh.nq235263@sis.hust.edu.vn,2005-08-13,1,789696995904,0963643346
20235264,NGUYỄN TUẤN ANH,Nam,IT2-K68-03,anh.nt235264@sis.hust.edu.vn,2005-04-15,1,813076345075,0915608137
20235266,TRẦN TUẤN ANH,Nam,IT2-K68-03,anh.tt235266@sis.hust.edu.vn,2004-04-24,1,341177869905,0923764525
20235267,NGUYỄN XUÂN BA,Nam,IT2-K68-03,ba.nx235267@sis.hust.edu.vn,2005-03-04,1,164692699131,0911052775
20235269,NGUYỄN TUẤN BẢO,Nam,IT2-K68-03,bao.nt235269@sis.hust.edu.vn,2005-07-23,1,058560730943,0996122040
20235271,TRẦN ĐỨC BẢO,Nam,IT2-K68-03,bao.td235271@sis.hust.edu.vn,2005-10-10,1,630419872356,0926843817
20235272,KIỀU GIANG BIÊN,Nam,IT2-K68-03,bien.kg235272@sis.hust.edu.vn,2005-11-14,1,450931272889,0944934187
20235274,PHẠM KHẮC BÌNH,Nam,IT2-K68-03,binh.pk235274@sis.hust.edu.vn,2005-09-19,1,893915610289,0912155244
20235276,TRỊNH HẢI BÌNH,Nam,IT2-K68-03,binh.th235276@sis.hust.edu.vn,2005-04-03,1,926015416091,0926541978
20235278,ĐINH MINH CHIẾN,Nam,IT2-K68-02,chien.dm235278@sis.hust.edu.vn,2005-06-07,1,549052689735,0994900413
20235279,VŨ TIẾN CHIẾN,Nam,IT2-K68-04,chien.vt235279@sis.hust.edu.vn,2005-01-06,1,097862636761,0964230080
20235280,TRẦN DANH CHÍNH,Nam,IT2-K68-03,chinh.td235280@sis.hust.edu.vn,2005-12-22,1,917916167450,0966267843
20235285,NGUYỄN HUY CƯỜNG,Nam,IT2-K68-03,cuong.nh235285@sis.hust.edu.vn,2005-04-18,1,559643727317,0981018334
20235286,PHẠM HÙNG CƯỜNG,Nam,IT2-K68-03,cuong.ph235286@sis.hust.edu.vn,2005-11-01,1,371985588569,0942937792
20235288,PHÙNG ĐẮC CƯỜNG,Nam,IT2-K68-03,cuong.pd235288@sis.hust.edu.vn,2005-02-24,1,030932913563,0986653080
20235293,PHẠM TIẾN ĐẠT,Nam,IT2-K68-03,dat.pt235293@sis.hust.edu.vn,2005-10-21,1,239855337180,0959968428
20235295,NGUYỄN VIỆT ĐÔNG,Nam,IT2-K68-03,dong.nv235295@sis.hust.edu.vn,2005-11-26,1,278855460955,0959522447
20235296,PHẠM TRUNG ĐỨC,Nam,IT2-K68-03,duc.pt235296@sis.hust.edu.vn,2005-08-15,1,139556000139,0991210662
20235297,PHAN VĂN ĐỨC,Nam,IT2-K68-03,duc.pv235297@sis.hust.edu.vn,2005-01-02,1,141865130646,0997300582
20235299,HÀ TUẤN DŨNG,Nam,IT2-K68-02,dung.ht235299@sis.hust.edu.vn,2005-08-24,1,439433757624,0927815134
20235302,LƯU QUỐC DŨNG,Nam,IT2-K68-03,dung.lq235302@sis.hust.edu.vn,2005-02-09,1,072455495663,0952782346
20235305,NGUYỄN TRÍ DŨNG,Nam,IT2-K68-03,dung.nt235305@sis.hust.edu.vn,2005-11-22,1,421750875582,0952528400
20235306,NGUYỄN VĂN TIẾN DŨNG,Nam,IT2-K68-03,dung.nvt235306@sis.hust.edu.vn,2005-11-08,1,361167451703,0922998526
20235312,TRẦN HOÀNG DƯƠNG,Nam,IT2-K68-03,duong.th235312@sis.hust.edu.vn,2005-06-26,1,066423978718,0964216414
20235313,VŨ ĐỨC DƯƠNG,Nam,IT2-K68-04,duong.vd235313@sis.hust.edu.vn,2005-06-29,1,011548806923,0913125163
20235314,VŨ HỮU DƯƠNG,Nam,IT2-K68-04,duong.vh235314@sis.hust.edu.vn,2005-01-28,1,621611799692,0971430411
20235315,VŨ THÙY DƯƠNG,Nu,IT2-K68-04,duong.vt235315@sis.hust.edu.vn,2005-05-15,1,706685208442,0939051372
20235317,LÊ TRƯỜNG GIANG,Nam,IT2-K68-03,giang.lt235317@sis.hust.edu.vn,2005-05-29,1,832513039775,0999102404
20235323,NGUYỄN XUÂN HIỂN,Nam,IT2-K68-03,hien.nx235323@sis.hust.edu.vn,2005-09-04,1,457581156359,0931483366
20235332,BÙI LÊ HOÀNG,Nam,IT2-K68-02,hoang.bl235332@sis.hust.edu.vn,2005-12-18,1,201424889454,0906262348
20235334,DƯƠNG VĂN HOÀNG,Nam,IT2-K68-02,hoang.dv235334@sis.hust.edu.vn,2005-09-24,1,708842768994,0935634343
20235335,HÀ HUY HOÀNG,Nam,IT2-K68-02,hoang.hh235335@sis.hust.edu.vn,2005-02-20,1,655188882402,0920691414
20235336,NGUYỄN HUY HOÀNG,Nam,IT2-K68-03,hoang.nh235336@sis.hust.edu.vn,2005-09-15,1,069004121300,0972427819
20235337,TRƯƠNG VIỆT HOÀNG,Nam,IT2-K68-04,hoang.tv235337@sis.hust.edu.vn,2005-01-31,1,414378639696,0989905864
20235338,NGUYỄN ĐỨC HUÂN,Nam,IT2-K68-03,huan.nd235338@sis.hust.edu.vn,2005-12-25,1,252157339129,0956361078
20235339,NGUYỄN MẠNH HÙNG,Nam,IT2-K68-03,hung.nm235339@sis.hust.edu.vn,2005-07-02,1,061581962799,0961707747
20235342,PHẠM NGỌC HƯNG,Nam,IT2-K68-03,hung.pn235342@sis.hust.edu.vn,2005-04-27,1,900641517621,0965197519
20235343,NGUYỄN THANH HƯƠNG,Nu,IT2-K68-03,huong.nt235343@sis.hust.edu.vn,2005-09-30,1,557951446210,0983383168
20235356,NGUYỄN ĐÌNH KIÊN,Nam,IT2-K68-03,kien.nd235356@sis.hust.edu.vn,2005-03-30,1,495304096020,0997502546
20235358,VŨ XUÂN KỲ,Nam,IT2-K68-04,ky.vx235358@sis.hust.edu.vn,2005-12-31,1,389215085086,0902099905
20235359,TRỊNH THIÊN LAM,Nu,IT2-K68-04,lam.tt235359@sis.hust.edu.vn,2005-06-25,1,937350029067,0962375302
20235363,TRẦN THỊ NHẬT LINH,Nu,IT2-K68-03,linh.ttn235363@sis.hust.edu.vn,2005-03-01,1,306715063105,0966231627
20235364,TRẦN VIẾT LINH,Nam,IT2-K68-03,linh.tv235364@sis.hust.edu.vn,2005-10-06,1,391436213992,0997023227
20235367,NGUYỄN HOÀNG LONG,Nam,IT2-K68-03,long.nh235367@sis.hust.edu.vn,2005-01-29,1,676852774505,0947356707
20235369,NGUYỄN THỊ TUYẾT MAI,Nu,IT2-K68-03,mai.ntt235369@sis.hust.edu.vn,2005-11-12,1,337277066276,0926568414
20235372,DƯƠNG TIẾN MẠNH,Nam,IT2-K68-02,manh.dt235372@sis.hust.edu.vn,2005-01-24,1,316589565311,0978589541
20235381,PHẠM HOÀNG MINH,Nam,IT2-K68-03,minh.ph235381@sis.hust.edu.vn,2005-08-04,1,979708421025,0954085588
20235384,BÙI HẢI NAM,Nam,IT2-K68-02,nam.bh235384@sis.hust.edu.vn,2005-05-02,1,765154188280,0920320331
20235386,NGUYỄN HOÀI NAM,Nam,IT2-K68-03,nam.nh235386@sis.hust.edu.vn,2005-09-13,1,720554064699,0999316039
20235391,NGUYỄN KHẮC NHẤT,Nam,IT2-K68-03,nhat.nk235391@sis.hust.edu.vn,2005-09-12,1,804139811363,0904121790
20235392,LƯU QUANG NHẬT,Nam,IT2-K68-03,nhat.lq235392@sis.hust.edu.vn,2005-02-17,1,793670110212,0984469687
20235399,HOÀNG TRỊNH TRƯỜNG PHÚC,Nam,IT2-K68-03,phuc.htt235399@sis.hust.edu.vn,2005-06-26,1,842474068368,0967827975
20235400,NGUYỄN ĐỨC HUY PHÚC,Nam,IT2-K68-03,phuc.ndh235400@sis.hust.edu.vn,2005-09-15,1,863976583689,0928504369
20235401,PHẠM ĐỨC PHÚC,Nam,IT2-K68-03,phuc.pd235401@sis.hust.edu.vn,2005-07-15,1,833288751387,0931131270
20235402,NGUYỄN TRẦN GIA PHỤNG,Nu,IT2-K68-03,phung.ntg235402@sis.hust.edu.vn,2005-09-26,1,056697299756,0934954841
20235404,PHẠM MAI PHƯƠNG,Nu,IT2-K68-03,phuong.pm235404@sis.hust.edu.vn,2005-10-18,1,577650209495,0983960583
20235411,VŨ VĂN SÁNG,Nam,IT2-K68-04,sang.vv235411@sis.hust.edu.vn,2005-11-28,1,465078559205,0980657533
20235414,NGUYỄN HẢI SƠN,Nam,IT2-K68-03,son.nh235414@sis.hust.edu.vn,2005-01-31,1,637641016056,0976847911
20235416,NGUYỄN NGỌC SƠN,Nam,IT2-K68-03,son.nn235416@sis.hust.edu.vn,2005-07-28,1,929472548821,0934192543
20235421,KHƯƠNG ANH TÀI,Nam,IT2-K68-03,tai.ka235421@sis.hust.edu.vn,2005-06-28,1,921209559702,0958027152
20235422,TRƯƠNG MINH TÂM,Nam,IT2-K68-04,tam.tm235422@sis.hust.edu.vn,2005-09-23,1,137728971557,0994783031
20235424,BÙI GIA THÁI,Nam,IT2-K68-02,thai.bg235424@sis.hust.edu.vn,2005-12-27,1,325964698871,0978633257
20235426,NGUYỄN MẠNH THẮNG,Nam,IT2-K68-03,thang.nm235426@sis.hust.edu.vn,2005-11-05,1,953768811145,0940984636
20235427,VŨ QUANG THẮNG,Nam,IT2-K68-04,thang.vq235427@sis.hust.edu.vn,2005-12-29,1,187925398524,0971008794
20235428,VŨ VĂN THẮNG,Nam,IT2-K68-04,thang.vv235428@sis.hust.edu.vn,2005-08-17,1,986663548263,0980305394
20235429,NGUYỄN THỊ THANH,Nu,IT2-K68-03,thanh.nt235429@sis.hust.edu.vn,2005-01-27,1,055279106884,0986723373
20235432,NGUYỄN THẾ THÀNH,Nam,IT2-K68-03,thanh.nt235432@sis.hust.edu.vn,2005-09-06,1,170331373038,0924995569
20235435,TÔ HUY THÔNG,Nam,IT2-K68-04,thong.th235435@sis.hust.edu.vn,2005-09-06,1,738784402365,0994405494
20235438,PHẠM THÀNH TÍN,Nam,IT2-K68-04,tin.pt235438@sis.hust.edu.vn,2005-11-18,1,503921564206,0968744300
20235441,NGUYỄN THU TRANG,Nu,IT2-K68-04,trang.nt235441@sis.hust.edu.vn,2005-04-18,1,925450375234,0956492288
20235443,HOÀNG VIẾT TRUNG,Nam,IT2-K68-04,trung.hv235443@sis.hust.edu.vn,2005-08-27,1,048263328194,0954654801
20235446,LÊ XUÂN TRƯỜNG,Nam,IT2-K68-04,truong.lx235446@sis.hust.edu.vn,2005-10-17,1,587950135197,0930010665
20235449,CHỬ TRỌNG TUÂN,Nam,IT2-K68-04,tuan.ct235449@sis.hust.edu.vn,2005-12-18,1,736682891600,0978309452
20235450,DƯƠNG NGỌC TUÂN,Nam,IT2-K68-04,tuan.dn235450@sis.hust.edu.vn,2005-05-16,1,705424000234,0917783644
20235455,PHẠM NGỌC TUYÊN,Nam,IT2-K68-04,tuyen.pn235455@sis.hust.edu.vn,2005-01-14,1,772910256658,0933104197
20235456,ĐẶNG PHƯƠNG UYÊN,Nu,IT2-K68-04,uyen.dp235456@sis.hust.edu.vn,2005-05-12,1,336479151003,0968926985
20235457,PHẠM VĂN VIỆT,Nam,IT2-K68-04,viet.pv235457@sis.hust.edu.vn,2005-02-11,1,436911835742,0911674965
20235462,PHAN HOÀNG VŨ,Nam,IT2-K68-04,vu.ph235462@sis.hust.edu.vn,2005-02-18,1,273012796671,0901481505
20235463,NGUYỄN DUY VƯƠNG,Nam,IT2-K68-04,vuong.nd235463@sis.hust.edu.vn,2005-03-01,1,255036891675,0923073933
20235473,PHẠM THỊ NGỌC ANH,Nu,IT1-K68-02,anh.ptn235473@sis.hust.edu.vn,2005-03-02,1,388586048398,0925071225
20235479,PHẠM GIA BẢO,Nam,IT1-K68-02,bao.pg235479@sis.hust.edu.vn,2005-03-31,1,087803171098,0968687911
20235487,TRẦN VŨ MẠNH ĐỨC,Nam,IT1-K68-02,duc.tvm235487@sis.hust.edu.vn,2005-11-07,1,170986091877,0979429314
20235496,NGUYỄN VƯƠNG TRUNG HIẾU,Nam,IT1-K68-02,hieu.nvt235496@sis.hust.edu.vn,2005-05-29,1,458507482389,0990965800
20235506,PHÙNG GIA HUY,Nam,IT1-K68-02,huy.pg235506@sis.hust.edu.vn,2005-09-15,1,172767615106,0913486408
20235507,NGUYỄN THU HUYỀN,Nu,IT1-K68-02,huyen.nt235507@sis.hust.edu.vn,2005-12-15,1,156017622124,0937549587
20235518,NGUYỄN BẢO LÂM,Nam,IT1-K68-01,lam.nb235518@sis.hust.edu.vn,2005-02-03,1,409426561006,0992064519
20235560,NGUYỄN TẤT THANH,Nam,IT1-K68-02,thanh.nt235560@sis.hust.edu.vn,2005-08-10,1,374946336611,0911279612
20235575,BÙI HỮU VINH,Nam,IT1-K68-01,vinh.bh235575@sis.hust.edu.vn,2005-12-17,1,439141623153,0985731978
20235577,ĐẶNG LÊ NGUYÊN VŨ,Nam,IT1-K68-01,vu.dln235577@sis.hust.edu.vn,2005-11-25,1,969174087018,0927391111
20235580,MAI ANH VÕ VƯƠNG,Nam,IT1-K68-01,vuong.mav235580@sis.hust.edu.vn,2005-08-16,1,462033321579,0948843330
20235582,CHU VĂN AN,Nam,IT1-K68-01,an.cv235582@sis.hust.edu.vn,2005-09-20,1,056066603452,0981503312
20235591,TRẦN TRUNG HIẾU,Nam,IT1-K68-02,hieu.tt235591@sis.hust.edu.vn,2005-06-21,1,906965847971,0908972989
20235597,NGUYỄN ĐỨC KIÊN,Nam,IT1-K68-01,kien.nd235597@sis.hust.edu.vn,2005-05-18,1,727751956999,0936957013
20235607,TRẦN BÌNH MINH,Nam,IT1-K68-02,minh.tb235607@sis.hust.edu.vn,2005-04-25,1,664594827838,0921426376
20235610,VŨ VĂN NAM,Nam,IT1-K68-02,nam.vv235610@sis.hust.edu.vn,2005-08-12,1,077534392548,0974488068
20235613,DƯƠNG MINH NHẬT,Nam,IT1-K68-01,nhat.dm235613@sis.hust.edu.vn,2005-08-24,1,491800284471,0922435939
20235614,NGUYỄN TRỊNH PHƯƠNG NHI,Nu,IT1-K68-02,nhi.ntp235614@sis.hust.edu.vn,2005-02-04,1,646396148620,0955890259
20235615,PHẠM THẾ PHONG,Nam,IT1-K68-02,phong.pt235615@sis.hust.edu.vn,2005-05-05,1,855324540152,0959991495
20235616,NGUYỄN DUY PHÚC,Nam,IT1-K68-01,phuc.nd235616@sis.hust.edu.vn,2005-11-10,1,433601201915,0936826116
20235619,NGUYỄN CÔNG SƠN,Nam,IT1-K68-01,son.nc235619@sis.hust.edu.vn,2005-01-10,1,540502251629,0959772779
20235622,ĐOÀN QUANG THANH,Nam,IT1-K68-01,thanh.dq235622@sis.hust.edu.vn,2005-08-14,1,367132240316,0904247785
20235625,VŨ QUANG TIẾN,Nam,IT1-K68-02,tien.vq235625@sis.hust.edu.vn,2005-05-06,1,110992577961,0942752935
20235629,DƯƠNG NGÔ HOÀNG VŨ,Nam,IT1-K68-01,vu.dnh235629@sis.hust.edu.vn,2005-07-27,1,804669095021,0974075742
20235634,BÙI TUẤN ANH,Nam,IT1-K68-01,anh.bt235634@sis.hust.edu.vn,2005-01-05,1,289779880353,0922662715
20235636,CAO ANH,Nam,IT1-K68-01,anh.c235636@sis.hust.edu.vn,2005-08-26,1,263796148136,0963909931
20235638,ĐÀO ĐỨC ANH,Nam,IT1-K68-01,anh.dd235638@sis.hust.edu.vn,2005-12-22,1,404108168002,0910324292
20235639,ĐÀO TRƯỜNG ANH,Nam,IT1-K68-01,anh.dt235639@sis.hust.edu.vn,2005-01-06,1,303890135422,0920972194
20235643,LƯU ĐỨC ANH,Nam,IT1-K68-01,anh.ld235643@sis.hust.edu.vn,2005-05-11,1,136939337604,0905553089
20235645,NGÔ CÔNG TUẤN ANH,Nam,IT1-K68-01,anh.nct235645@sis.hust.edu.vn,2005-01-12,1,866836472290,0916758971
20235647,NGUYỄN ĐỨC ANH,Nam,IT1-K68-01,anh.nd235647@sis.hust.edu.vn,2005-11-28,1,237439211679,0968442693
20235648,NGUYỄN QUỐC TUẤN ANH,Nam,IT1-K68-01,anh.nqt235648@sis.hust.edu.vn,2005-03-03,1,709817047891,0949580447
20235653,PHẠM QUỲNH ANH,Nu,IT1-K68-02,anh.pq235653@sis.hust.edu.vn,2005-09-21,1,349571281438,0926044300
20235654,THÁI MỸ ANH,Nu,IT1-K68-02,anh.tm235654@sis.hust.edu.vn,2005-10-26,1,253501192902,0948617699
20235658,VŨ ĐỨC HOÀNG ANH,Nam,IT1-K68-02,anh.vdh235658@sis.hust.edu.vn,2005-05-21,1,670381408809,0989337610
20235664,HOÀNG VĂN BÌNH,Nam,IT-EP-K68-01,binh.hv235664@sis.hust.edu.vn,2005-12-14,1,455736307851,0959855326
20235665,ĐÀO TRỌNG CÔNG,Nam,IT-EP-K68-01,cong.dt235665@sis.hust.edu.vn,2005-02-01,1,625557446503,0933212745
20235667,NGUYỄN QUỐC CƯỜNG,Nam,IT-EP-K68-01,cuong.nq235667@sis.hust.edu.vn,2005-05-02,1,783964989505,0992344259
20235670,PHẠM MẠNH CƯỜNG,Nam,IT-EP-K68-01,cuong.pm235670@sis.hust.edu.vn,2005-01-21,1,265318058678,0955626252
20235671,ĐOÀN VI HẢI ĐĂNG,Nam,IT-EP-K68-01,dang.dvh235671@sis.hust.edu.vn,2005-09-19,1,985358485938,0925800488
20235672,NGUYỄN HẢI ĐĂNG,Nam,IT-EP-K68-01,dang.nh235672@sis.hust.edu.vn,2005-12-07,1,333948981327,0989573029
20235674,NGUYỄN TIẾN ĐẠT,Nam,IT-EP-K68-01,dat.nt235674@sis.hust.edu.vn,2005-04-06,1,476804548387,0969683189
20235676,PHẠM THẾ ĐẠT,Nam,IT-EP-K68-01,dat.pt235676@sis.hust.edu.vn,2005-08-18,1,053745864009,0917823366
20235678,NGUYỄN THỊ HIỀN DIỆU,Nu,IT-EP-K68-01,dieu.nth235678@sis.hust.edu.vn,2005-07-04,1,729930757293,0911495282
20235680,NGUYỄN HOÀNG ĐỨC,Nam,IT-EP-K68-01,duc.nh235680@sis.hust.edu.vn,2005-05-19,1,384971889094,0958000099
20235685,ĐỖ DANH DŨNG,Nam,IT-EP-K68-01,dung.dd235685@sis.hust.edu.vn,2005-09-27,1,745089353756,0998544380
20235695,NGUYỄN TÙNG DƯƠNG,Nam,IT-EP-K68-01,duong.nt235695@sis.hust.edu.vn,2005-02-05,1,691950996119,0950342359
20235696,NGUYỄN THÀNH DUY,Nam,IT-EP-K68-01,duy.nt235696@sis.hust.edu.vn,2005-11-16,1,441265019067,0969605434
20235699,NGUYỄN THỊ HƯƠNG GIANG,Nu,IT-EP-K68-01,giang.nth235699@sis.hust.edu.vn,2005-10-17,1,156476673815,0969422037
20235700,TRIỆU TRƯỜNG GIANG,Nam,IT-EP-K68-01,giang.tt235700@sis.hust.edu.vn,2005-10-30,1,001671907493,0992569842
20235701,PHẠM THANH HẢI,Nam,IT-EP-K68-01,hai.pt235701@sis.hust.edu.vn,2005-03-22,1,623476454637,0934028701
20235703,VŨ MINH HẢI,Nam,IT-EP-K68-01,hai.vm235703@sis.hust.edu.vn,2005-08-01,1,831005747272,0913416771
20235706,TRẦN MINH HIỂN,Nam,IT-EP-K68-01,hien.tm235706@sis.hust.edu.vn,2005-10-03,1,177821383045,0948660378
20235707,ĐINH HOÀNG HIỆP,Nam,IT-EP-K68-01,hiep.dh235707@sis.hust.edu.vn,2005-02-10,1,899554829019,0903796280
20235712,NGUYỄN ĐỨC HIẾU,Nam,IT-EP-K68-01,hieu.nd235712@sis.hust.edu.vn,2005-12-01,1,491149580563,0934185951
20235713,NGUYỄN MINH HIẾU,Nam,IT-EP-K68-01,hieu.nm235713@sis.hust.edu.vn,2005-08-07,1,235848846133,0915366572
20235714,TRẦN MINH HIẾU,Nam,IT-EP-K68-01,hieu.tm235714@sis.hust.edu.vn,2005-01-30,1,060782128070,0984291348
20235715,TRẦN TRUNG HIẾU,Nam,IT-EP-K68-01,hieu.tt235715@sis.hust.edu.vn,2005-02-07,1,032221094735,0963236503
20235723,LÊ VŨ NGUYÊN HOÀNG,Nam,IT-EP-K68-01,hoang.lvn235723@sis.hust.edu.vn,2005-11-12,1,065161923938,0942871454
20235727,PHẠM ĐÀO VIỆT HOÀNG,Nam,IT-EP-K68-01,hoang.pdv235727@sis.hust.edu.vn,2005-11-12,1,948086978819,0945429129
20235728,PHẠM NGUYỄN VŨ HOÀNG,Nam,IT-EP-K68-01,hoang.pnv235728@sis.hust.edu.vn,2005-12-02,1,427195558722,0977310394
20235732,VŨ HUY HOÀNG,Nam,IT-EP-K68-01,hoang.vh235732@sis.hust.edu.vn,2005-06-30,1,583933082953,0960035360
20235733,NGUYỄN VĂN HUẤN,Nam,IT-EP-K68-01,huan.nv235733@sis.hust.edu.vn,2005-11-07,1,249968824209,0944878332
20235735,NGUYỄN MẠNH HÙNG,Nam,IT-EP-K68-01,hung.nm235735@sis.hust.edu.vn,2005-08-26,1,494010190008,0912370100
20235736,ĐÀM VĨNH HƯNG,Nam,IT-EP-K68-01,hung.dv235736@sis.hust.edu.vn,2005-10-08,1,136474468872,0931126937
20235740,LƯƠNG VĂN HƯNG,Nam,IT-EP-K68-01,hung.lv235740@sis.hust.edu.vn,2005-06-23,1,146923475104,0980080929
20235741,NGUYỄN DUY HƯNG,Nam,IT-EP-K68-01,hung.nd235741@sis.hust.edu.vn,2005-06-18,1,563276083733,0941395256
20235743,NGUYỄN XUÂN THÀNH HƯNG,Nam,IT-EP-K68-01,hung.nxt235743@sis.hust.edu.vn,2005-10-01,1,379934591595,0965781530
20235744,TRẦN DUY HƯNG,Nam,IT-EP-K68-01,hung.td235744@sis.hust.edu.vn,2005-01-28,1,149272763309,0977291794
20235746,BÙI THỊ LAN HƯƠNG,Nu,IT-E7-K68-05,huong.btl235746@sis.hust.edu.vn,2005-02-05,1,416771455124,0976510347
20235751,NGUYỄN ĐỨC KHẢI,Nam,IT-EP-K68-01,khai.nd235751@sis.hust.edu.vn,2005-12-26,1,575203054188,0958070486
20235753,LÃNH NGỌC KHÁNH,Nam,IT-EP-K68-01,khanh.ln235753@sis.hust.edu.vn,2005-09-02,1,177915210070,0914746147
20235761,PHẠM NGỌC TRUNG KIÊN,Nam,IT-EP-K68-02,kien.pnt235761@sis.hust.edu.vn,2005-10-07,1,203561780232,0957542450
20235766,NGUYỄN SỸ LỘC,Nam,IT-EP-K68-02,loc.ns235766@sis.hust.edu.vn,2005-07-09,1,266437210390,0960591257
20235768,VŨ TIẾN LỢI,Nam,IT-EP-K68-02,loi.vt235768@sis.hust.edu.vn,2005-09-12,1,230251251934,0933351857
20235770,LÊ KỲ LONG,Nam,IT-EP-K68-01,long.lk235770@sis.hust.edu.vn,2005-06-30,1,976839169838,0988364014
20235775,NGUYỄN ĐỨC MẠNH,Nam,IT-EP-K68-01,manh.nd235775@sis.hust.edu.vn,2005-12-29,1,487683236121,0978749578
20235777,ĐẶNG HOÀNG MINH,Nam,IT-EP-K68-01,minh.dh235777@sis.hust.edu.vn,2005-08-20,1,474429234372,0900965885
20235779,LÊ ĐÌNH MINH,Nam,IT-EP-K68-01,minh.ld235779@sis.hust.edu.vn,2005-02-24,1,625006604590,0909605648
20235780,NGUYỄN BÌNH MINH,Nam,IT-EP-K68-01,minh.nb235780@sis.hust.edu.vn,2005-10-04,1,605262654465,0973814384
20235785,PHAN CÔNG MINH,Nam,IT-EP-K68-02,minh.pc235785@sis.hust.edu.vn,2005-01-03,1,874931270140,0916022485
